dialog,order,feedback,receiver
ignore,receiver,0,Oliver
ignore,receiver,0,Decoy
joke,initiator,0,Alex
ignore,receiver,-3,Michael
thanks,initiator,7,Micah
ignore,receiver,-4,Kofi
ignore,receiver,-3,Michael
insult,initiator,-5,Emily
ignore,initiator,0,Kofi
joke,initiator,-4,Kofi
joke,initiator,0,Michael
ignore,receiver,-8,Michael
insult,initiator,-70,Dylan
ignore,receiver,0,Pearl
joke,initiator,0,Emma
ignore,receiver,-1,Eugene
insult,receiver,0,Kofi
joke,initiator,0,Plankton
joke,initiator,3,Oliver
joke,initiator,4,Decoy
ignore,receiver,-4,Eugene
joke,initiator,5,Emily
thanks,receiver,7,Eugene
joke,initiator,1,Amber
joke,initiator,5,Emily
joke,initiator,3,Amber
joke,initiator,0,Tony
joke,initiator,0,Conald
ignore,receiver,0,Micah
insult,receiver,-2,Pearl
joke,initiator,1,Micah
argue,receiver,1,Emma
ignore,receiver,-1,Conald
joke,initiator,2,Emily
ignore,receiver,0,Ben
ignore,receiver,-2,Emily
ignore,receiver,-1,Michael
ignore,receiver,-3,Eugene
insult,receiver,0,Kofi
joke,initiator,0,Eugene
ignore,receiver,0,Kofi
argue,initiator,0,Eugene
ignore,receiver,-4,Michael
insult,receiver,0,Kofi
ignore,receiver,-2,Michael
ignore,receiver,-1,Kofi
joke,initiator,1,Emma
joke,initiator,1,Dylan
joke,initiator,2,Alex
joke,initiator,0,Jimmy
joke,initiator,0,Patrick
joke,initiator,3,Ben
joke,initiator,3,Micah
insult,receiver,-2,Kofi
joke,initiator,4,Spongebob
ignore,receiver,-2,Alex
ignore,receiver,0,Decoy
insult,receiver,0,Tony
ignore,receiver,-2,Oliver
ignore,receiver,-4,Pearl
insult,receiver,-1,Michael
insult,initiator,-5,Eugene
ignore,receiver,-5,Ben
ignore,receiver,-5,Alex
joke,initiator,1,Alex
ignore,receiver,-5,Pearl
joke,initiator,0,Pearl
joke,initiator,-5,Squidward
ignore,receiver,0,Eugene
joke,initiator,5,Micah
ignore,receiver,0,Tony
ignore,receiver,5,Michael
ignore,receiver,-5,Decoy
ignore,receiver,0,Oliver
ignore,receiver,-5,Oliver
insult,receiver,-3,Tony
thanks,initiator,-1,Michael
joke,initiator,0,Conald
joke,initiator,5,Dom
thanks,initiator,0,Dylan
ignore,receiver,0,Squidward
joke,initiator,1,Dom
ignore,receiver,5,Michael
joke,initiator,0,Jimmy
joke,initiator,3,Micah
ignore,receiver,-1,Amber
joke,initiator,2,Oliver
thanks,receiver,7,Claire
compliment,initiator,18,Patrick
argue,receiver,3,Squidward
joke,initiator,5,Dylan
insult,receiver,-3,Michael
compliment,initiator,34,Micah
joke,initiator,5,Claire
joke,initiator,4,Alex
joke,initiator,4,Eugene
insult,receiver,-1,Tony
thanks,initiator,0,Claire
insult,receiver,0,Conald
insult,receiver,0,Kofi
ignore,receiver,-2,Amber
joke,initiator,-1,Squidward
thanks,receiver,7,Dom
insult,initiator,0,Dom
insult,receiver,-2,Conald
joke,initiator,5,Michael
ignore,receiver,-2,Pearl
ignore,receiver,-1,Decoy
argue,receiver,-3,Conald
joke,initiator,0,Pearl
thanks,receiver,0,Decoy
joke,initiator,-5,Kofi
joke,initiator,0,Ben
thanks,receiver,7,Emma
thanks,receiver,-3,Michael
joke,initiator,0,Micah
thanks,receiver,7,Spongebob
joke,initiator,1,Patrick
insult,receiver,-5,Michael
joke,initiator,2,Spongebob
thanks,receiver,0,Dylan
thanks,initiator,4,Conald
joke,initiator,3,Dylan
thanks,receiver,-2,Kofi
joke,initiator,0,Claire
ignore,initiator,-3,Tony
joke,receiver,3,Eugene
joke,initiator,5,Oliver
ignore,receiver,-7,Michael
thanks,receiver,0,Micah
joke,initiator,0,Tony
joke,initiator,0,Jimmy
thanks,receiver,7,Alex
insult,receiver,-2,Michael
ignore,receiver,-2,Conald
