dialog,order,feedback,receiver
insult,initiator,0,Kofi
insult,receiver,-5,Oliver
insult,receiver,-12,Ponchis
insult,receiver,0,Oliver
ignore,initiator,0,Alex
insult,receiver,-15,Ponchis
insult,initiator,-4,Claire
insult,initiator,-5,Decoy
insult,initiator,-1,Pearl
insult,receiver,-3,Oliver
insult,initiator,-22,Eugene
insult,initiator,0,Dom
argue,initiator,-2,Eugene
insult,initiator,-1,Jimmy
ignore,initiator,0,Alex
argue,initiator,5,Jimmy
insult,initiator,-5,Spongebob
insult,initiator,4,Plankton
insult,initiator,-4,Michael
insult,initiator,0,Eugene
ignore,initiator,-1,Dylan
insult,initiator,-3,Ponchis
insult,receiver,-3,Kofi
insult,receiver,-65,Alex
ignore,receiver,-1,Pearl
ignore,initiator,-2,Micah
insult,receiver,-3,Oliver
insult,initiator,-44,Alex
ignore,initiator,-7,Kofi
insult,initiator,1,Plankton
insult,receiver,-3,Amber
argue,initiator,4,Alex
argue,receiver,5,Michael
insult,initiator,-3,Jimmy
insult,receiver,-4,Emma
argue,initiator,0,Dylan
argue,initiator,-8,Dylan
insult,initiator,1,Kofi
ignore,initiator,0,Dom
ignore,initiator,0,Micah
insult,receiver,-48,Emma
insult,receiver,-3,Spongebob
insult,initiator,0,Decoy
insult,initiator,-85,Dom
argue,initiator,0,Michael
insult,receiver,-3,Kofi
argue,initiator,-9,Claire
insult,initiator,-4,Plankton
insult,initiator,-3,Plankton
insult,initiator,-4,Dom
insult,initiator,-3,Michael
insult,initiator,-3,Micah
argue,initiator,1,Emily
insult,initiator,-15,Emma
insult,initiator,-3,Eugene
insult,initiator,-5,Claire
ignore,initiator,-2,Claire
insult,initiator,-4,Michael
insult,receiver,0,Claire
insult,receiver,-2,Eugene
thanks,initiator,0,Emma
argue,initiator,1,Pearl
insult,initiator,-1,Oliver
argue,initiator,0,Kofi
insult,initiator,-2,Alex
insult,receiver,-2,Kofi
insult,receiver,-5,Michael
ignore,initiator,-5,Eugene
insult,initiator,-1,Pearl
thanks,initiator,0,Micah
insult,initiator,-3,Tony
insult,initiator,-4,Emily
insult,initiator,0,Jimmy
insult,receiver,-2,Kofi
argue,initiator,0,Amber
insult,receiver,-9,Ponchis
ignore,initiator,-5,Eugene
argue,initiator,1,Amber
argue,receiver,0,Pearl
ignore,receiver,-7,Kofi
ignore,initiator,0,Ponchis
insult,initiator,-17,Eugene
insult,initiator,-2,Micah
insult,initiator,0,Pearl
insult,initiator,-1,Decoy
insult,initiator,-32,Dom
insult,receiver,-2,Spongebob
insult,initiator,0,Spongebob
ignore,initiator,0,Emma
insult,initiator,-3,Eugene
joke,initiator,0,Oliver
argue,initiator,0,Kofi
insult,initiator,-4,Decoy
thanks,initiator,0,Pearl
insult,initiator,-4,Emma
insult,initiator,-5,Kofi
argue,initiator,4,Dylan
ignore,initiator,0,Tony
insult,initiator,-4,Emma
insult,receiver,-1,Kofi
insult,initiator,-2,Dom
argue,receiver,0,Pearl
argue,initiator,5,Claire
insult,initiator,-4,Pearl
ignore,initiator,-4,Alex
insult,receiver,-5,Michael
insult,initiator,-1,Pearl
insult,initiator,-2,Jimmy
insult,receiver,-1,Amber
insult,initiator,-2,Michael
ignore,initiator,0,Tony
insult,initiator,0,Pearl
insult,receiver,-85,Emily
ignore,initiator,-3,Dylan
insult,initiator,-3,Emily
insult,initiator,-3,Alex
argue,initiator,5,Pearl
ignore,receiver,1,Michael
insult,initiator,-1,Ben
insult,initiator,-1,Plankton
ignore,initiator,-2,Amber
insult,initiator,-2,Ben
insult,receiver,-5,Kofi
insult,initiator,-4,Tony
insult,initiator,-1,Plankton
insult,initiator,0,Emma
ignore,receiver,-2,Kofi
argue,initiator,-5,Kofi
ignore,initiator,-2,Decoy
ignore,initiator,-5,Emma
insult,initiator,0,Claire
argue,initiator,-10,Oliver
insult,initiator,0,Patrick
ignore,initiator,0,Tony
argue,initiator,0,Plankton
argue,initiator,0,Dom
insult,initiator,-5,Alex
argue,initiator,-4,Decoy
insult,initiator,0,Emily
insult,receiver,-2,Michael
insult,initiator,-1,Squidward
insult,receiver,0,Ponchis
ignore,initiator,-2,Decoy
insult,receiver,-4,Claire
insult,initiator,0,Claire
insult,receiver,-34,Dylan
insult,initiator,-4,Dylan
insult,receiver,-3,Kofi
argue,initiator,0,Dylan
ignore,initiator,0,Decoy
ignore,initiator,-4,Claire
argue,initiator,3,Pearl
argue,initiator,5,Patrick
insult,initiator,-4,Spongebob
insult,initiator,0,Squidward
thanks,initiator,0,Pearl
joke,initiator,3,Alex
insult,initiator,-4,Dylan
joke,initiator,0,Micah
insult,initiator,-1,Dylan
insult,receiver,-5,Spongebob
ignore,initiator,-2,Amber
insult,initiator,-5,Ben
compliment,initiator,17,Micah
ignore,initiator,-4,Tony
insult,initiator,-3,Ponchis
argue,initiator,-4,Dom
ignore,initiator,-5,Decoy
insult,initiator,0,Ben
insult,receiver,-2,Spongebob
thanks,initiator,0,Amber
ignore,initiator,-2,Ponchis
insult,receiver,-51,Emma
insult,initiator,-5,Decoy
insult,receiver,0,Oliver
insult,initiator,-1,Ben
ignore,initiator,-4,Dom
insult,initiator,-2,Emily
argue,initiator,-9,Ponchis
ignore,initiator,0,Claire
ignore,receiver,-5,Kofi
ignore,initiator,0,Pearl
insult,initiator,-1,Ben
insult,initiator,-20,Squidward
insult,initiator,-2,Amber
argue,receiver,0,Emma
insult,initiator,-5,Emily
insult,initiator,0,Micah
insult,receiver,-2,Pearl
argue,initiator,-4,Emma
insult,receiver,-3,Emma
compliment,initiator,0,Alex
insult,initiator,0,Ben
insult,initiator,0,Dylan
insult,initiator,-12,Squidward
insult,initiator,-3,Spongebob
insult,receiver,-16,Ponchis
insult,initiator,-4,Emily
ignore,initiator,0,Oliver
ignore,initiator,0,Patrick
insult,initiator,-5,Ben
argue,receiver,5,Michael
ignore,receiver,-3,Claire
insult,receiver,-3,Michael
insult,receiver,-4,Kofi
ignore,initiator,0,Claire
ignore,initiator,0,Alex
ignore,initiator,-5,Micah
insult,initiator,-85,Dylan
ignore,initiator,-2,Kofi
joke,initiator,5,Ben
ignore,initiator,1,Dylan
ignore,receiver,-1,Alex
insult,initiator,-70,Emily
thanks,receiver,7,Decoy
insult,receiver,-3,Pearl
insult,initiator,-2,Ponchis
ignore,initiator,0,Squidward
