dialog,order,feedback,receiver
insult,initiator,-5,Emma
compliment,initiator,17,Micah
argue,initiator,0,Spongebob
insult,initiator,-4,Tony
insult,receiver,-5,Oliver
compliment,initiator,0,Pearl
argue,initiator,1,Kofi
joke,initiator,4,Micah
ignore,initiator,4,Alex
argue,initiator,-1,Conald
joke,initiator,-3,Kofi
argue,receiver,-5,Kofi
joke,initiator,-2,Squidward
insult,initiator,-5,Spongebob
ignore,receiver,-2,Dylan
insult,initiator,0,Decoy
insult,initiator,-3,Decoy
compliment,initiator,0,Oliver
ignore,initiator,-2,Eugene
compliment,initiator,0,Pearl
insult,initiator,-80,Dylan
compliment,initiator,34,Emma
argue,initiator,0,Ponchis
insult,initiator,-16,Emily
ignore,receiver,-5,Emma
joke,initiator,4,Spongebob
compliment,receiver,-3,Kofi
compliment,initiator,3,Ponchis
argue,initiator,-8,Decoy
joke,initiator,0,Tony
compliment,receiver,3,Conald
insult,initiator,0,Claire
compliment,receiver,0,Ponchis
insult,receiver,-2,Conald
compliment,initiator,6,Ponchis
compliment,receiver,-3,Kofi
argue,initiator,2,Ben
insult,initiator,-5,Ben
insult,initiator,-1,Eugene
argue,initiator,2,Alex
insult,initiator,-3,Squidward
insult,initiator,-1,Plankton
argue,initiator,-1,Oliver
joke,initiator,2,Dylan
joke,initiator,0,Decoy
argue,initiator,1,Claire
argue,initiator,5,Oliver
joke,initiator,0,Micah
argue,initiator,-2,Amber
insult,receiver,-1,Conald
joke,initiator,3,Plankton
thanks,receiver,3,Pearl
joke,initiator,0,Oliver
ignore,initiator,0,Amber
joke,initiator,0,Conald
insult,receiver,0,Kofi
compliment,initiator,32,Emma
insult,initiator,-1,Spongebob
argue,initiator,2,Emma
argue,initiator,4,Micah
compliment,initiator,-5,Pearl
joke,initiator,3,Oliver
compliment,initiator,17,Micah
thanks,receiver,-4,Kofi
insult,initiator,-3,Plankton
compliment,receiver,16,Eugene
insult,receiver,0,Kofi
argue,initiator,0,Emily
ignore,initiator,-2,Claire
joke,initiator,0,Claire
compliment,initiator,8,Ponchis
compliment,initiator,22,Dylan
ignore,initiator,0,Dylan
insult,initiator,-2,Plankton
joke,initiator,-4,Pearl
insult,initiator,-5,Emily
ignore,initiator,-1,Micah
ignore,receiver,-2,Oliver
joke,initiator,0,Jimmy
joke,initiator,0,Dom
argue,initiator,0,Spongebob
argue,initiator,0,Ponchis
insult,initiator,-5,Amber
argue,initiator,0,Ponchis
compliment,initiator,26,Dylan
argue,initiator,-9,Dylan
insult,initiator,-5,Kofi
argue,initiator,0,Dylan
compliment,receiver,17,Claire
compliment,initiator,0,Plankton
joke,initiator,0,Tony
compliment,initiator,4,Conald
argue,initiator,-5,Alex
compliment,initiator,1,Tony
compliment,receiver,2,Conald
compliment,initiator,12,Ben
ignore,initiator,-1,Ben
joke,initiator,0,Dylan
insult,initiator,-2,Ponchis
joke,initiator,0,Oliver
ignore,initiator,-7,Conald
argue,initiator,0,Tony
insult,initiator,0,Dylan
argue,initiator,4,Squidward
compliment,initiator,-4,Decoy
argue,initiator,0,Eugene
compliment,initiator,4,Patrick
argue,initiator,4,Emily
insult,initiator,-4,Kofi
thanks,receiver,0,Kofi
joke,initiator,4,Decoy
joke,initiator,5,Decoy
compliment,initiator,-3,Alex
ignore,initiator,0,Decoy
insult,initiator,-3,Ben
insult,initiator,0,Pearl
joke,initiator,1,Ponchis
compliment,receiver,0,Amber
argue,initiator,5,Pearl
argue,initiator,0,Alex
joke,initiator,0,Conald
ignore,initiator,0,Alex
argue,initiator,0,Eugene
compliment,receiver,8,Ponchis
insult,receiver,0,Kofi
compliment,receiver,17,Eugene
compliment,initiator,2,Tony
joke,initiator,1,Alex
compliment,initiator,0,Squidward
compliment,initiator,0,Spongebob
ignore,initiator,-1,Alex
compliment,initiator,0,Plankton
insult,initiator,-3,Micah
argue,initiator,0,Ponchis
argue,initiator,2,Alex
argue,initiator,0,Emma
insult,initiator,-3,Emma
ignore,initiator,0,Dom
argue,initiator,3,Jimmy
ignore,receiver,-2,Kofi
joke,initiator,1,Emily
compliment,initiator,4,Tony
ignore,receiver,-1,Pearl
compliment,initiator,0,Micah
insult,initiator,-4,Ponchis
insult,initiator,0,Amber
compliment,initiator,0,Eugene
joke,receiver,3,Claire
compliment,initiator,32,Decoy
ignore,receiver,0,Emily
joke,initiator,2,Ben
argue,initiator,2,Jimmy
compliment,initiator,0,Tony
insult,initiator,-2,Kofi
compliment,initiator,34,Emma
ignore,receiver,-2,Ponchis
compliment,initiator,0,Plankton
compliment,initiator,10,Squidward
insult,initiator,-2,Dom
compliment,initiator,16,Emily
joke,initiator,1,Alex
argue,initiator,5,Plankton
ignore,initiator,0,Eugene
argue,initiator,0,Kofi
compliment,receiver,0,Oliver
compliment,initiator,-3,Ben
compliment,initiator,0,Amber
argue,initiator,-4,Ben
insult,initiator,-4,Tony
joke,initiator,3,Micah
compliment,initiator,28,Emma
insult,initiator,-5,Patrick
joke,receiver,-3,Kofi
compliment,initiator,-2,Decoy
compliment,initiator,-5,Decoy
argue,initiator,5,Patrick
compliment,receiver,-3,Decoy
insult,initiator,-5,Pearl
argue,initiator,0,Dylan
joke,initiator,5,Ponchis
joke,initiator,2,Micah
thanks,receiver,0,Claire
ignore,initiator,0,Eugene
insult,initiator,-4,Emma
argue,initiator,2,Alex
ignore,initiator,-4,Ponchis
argue,receiver,6,Kofi
argue,initiator,0,Conald
argue,initiator,-1,Conald
ignore,receiver,2,Kofi
argue,initiator,3,Patrick
insult,receiver,-4,Pearl
compliment,initiator,-2,Eugene
joke,initiator,5,Ponchis
argue,initiator,0,Tony
compliment,initiator,-5,Kofi
joke,initiator,3,Emma
argue,initiator,3,Dylan
argue,initiator,-9,Eugene
insult,initiator,-1,Jimmy
insult,initiator,-3,Ponchis
insult,initiator,0,Dom
insult,initiator,0,Amber
argue,initiator,-6,Amber
