dialog,order,influence,sender
compliment,receiver,0,Emma
insult,receiver,-3,Conald
compliment,receiver,15,Micah
joke,receiver,5,Claire
thanks,initiator,6,Claire
compliment,receiver,32,Oliver
ignore,initiator,-4,Ponchis
compliment,receiver,34,Pearl
insult,initiator,-2,Conald
argue,receiver,-4,Kofi
thanks,initiator,0,Claire
thanks,initiator,7,Ponchis
thanks,initiator,7,Dom
compliment,initiator,34,Amber
ignore,receiver,-5,Conald
compliment,receiver,16,Pearl
thanks,receiver,0,Claire
compliment,receiver,0,Spongebob
compliment,initiator,0,Jimmy
compliment,initiator,0,Emma
ignore,initiator,-5,Tony
ignore,initiator,-3,Plankton
compliment,initiator,16,Michael
ignore,receiver,-5,Conald
compliment,receiver,32,Emma
thanks,initiator,7,Oliver
argue,receiver,-4,Pearl
insult,receiver,-17,Conald
ignore,initiator,-5,Oliver
compliment,receiver,16,Emma
ignore,initiator,-3,Ponchis
compliment,initiator,-3,Jimmy
insult,receiver,-3,Conald
joke,receiver,0,Ponchis
thanks,initiator,0,Emma
thanks,initiator,7,Emily
compliment,initiator,34,Emily
argue,receiver,0,Ponchis
thanks,initiator,0,Emily
compliment,receiver,34,Amber
joke,receiver,1,Dylan
compliment,receiver,34,Alex
joke,receiver,0,Decoy
joke,receiver,3,Amber
ignore,initiator,0,Spongebob
compliment,initiator,34,Dom
insult,receiver,-5,Ponchis
argue,receiver,0,Michael
joke,receiver,1,Kofi
thanks,initiator,0,Claire
ignore,initiator,-2,Decoy
compliment,initiator,-1,Micah
thanks,initiator,0,Dom
joke,receiver,4,Dylan
compliment,initiator,16,Jimmy
compliment,receiver,0,Spongebob
argue,receiver,0,Kofi
argue,receiver,-7,Pearl
argue,receiver,-1,Spongebob
ignore,initiator,0,Ponchis
thanks,initiator,0,Micah
insult,receiver,-1,Kofi
thanks,initiator,7,Amber
argue,receiver,0,Michael
insult,receiver,-2,Kofi
compliment,initiator,17,Michael
compliment,receiver,17,Claire
compliment,initiator,-1,Emily
ignore,initiator,-1,Dylan
compliment,initiator,0,Jimmy
compliment,receiver,17,Decoy
joke,receiver,1,Spongebob
joke,initiator,1,Spongebob
insult,receiver,-85,Kofi
joke,receiver,5,Amber
compliment,receiver,0,Michael
compliment,receiver,-4,Emma
joke,receiver,4,Ponchis
joke,receiver,0,Spongebob
thanks,initiator,0,Plankton
compliment,receiver,0,Pearl
argue,receiver,0,Ben
insult,receiver,0,Micah
argue,initiator,-4,Plankton
joke,receiver,1,Dylan
argue,receiver,-4,Jimmy
ignore,receiver,0,Michael
compliment,initiator,-5,Ben
compliment,receiver,13,Dylan
joke,receiver,2,Spongebob
argue,receiver,-9,Squidward
compliment,initiator,13,Ben
joke,receiver,1,Micah
joke,receiver,4,Dom
thanks,initiator,0,Squidward
compliment,receiver,14,Dylan
ignore,receiver,0,Michael
ignore,initiator,0,Squidward
compliment,receiver,-1,Alex
insult,receiver,-1,Tony
joke,initiator,3,Ponchis
compliment,initiator,0,Jimmy
joke,receiver,5,Spongebob
compliment,receiver,-2,Michael
compliment,receiver,28,Jimmy
compliment,receiver,-3,Alex
compliment,receiver,15,Micah
argue,receiver,-9,Michael
joke,receiver,5,Ben
