dialog,order,influence,sender
thanks,initiator,-1,Claire
thanks,initiator,-1,Pearl
thanks,initiator,-4,Amber
thanks,initiator,-2,Eugene
thanks,initiator,-5,Emily
thanks,initiator,-5,Oliver
argue,initiator,0,Squidward
insult,initiator,-3,Eugene
thanks,initiator,-3,Eugene
ignore,initiator,-4,Michael
compliment,initiator,-1,Oliver
compliment,initiator,-2,Emily
argue,initiator,-4,Decoy
insult,initiator,-3,Conald
ignore,initiator,-2,Emily
argue,initiator,-1,Squidward
ignore,initiator,-2,Tony
joke,receiver,-5,Ben
compliment,initiator,-4,Dom
joke,receiver,0,Oliver
ignore,initiator,0,Squidward
ignore,receiver,-7,Conald
thanks,initiator,-1,Claire
compliment,receiver,0,Spongebob
argue,receiver,1,Michael
joke,initiator,0,Alex
joke,receiver,-2,Emma
thanks,initiator,0,Amber
joke,initiator,-3,Dylan
joke,receiver,-3,Michael
thanks,initiator,-5,Emily
thanks,initiator,-1,Decoy
argue,receiver,0,Jimmy
argue,initiator,-5,Michael
ignore,initiator,-3,Oliver
joke,receiver,-5,Eugene
joke,initiator,-2,Ben
argue,initiator,5,Squidward
insult,receiver,1,Conald
compliment,initiator,0,Pearl
compliment,receiver,-2,Spongebob
compliment,initiator,-3,Michael
ignore,initiator,-4,Ponchis
insult,initiator,-3,Conald
thanks,initiator,-1,Ben
ignore,receiver,0,Ponchis
joke,receiver,-4,Ponchis
thanks,initiator,0,Amber
argue,initiator,4,Plankton
compliment,initiator,-3,Michael
thanks,initiator,-2,Pearl
ignore,initiator,-4,Tony
compliment,initiator,-4,Jimmy
compliment,initiator,0,Emily
insult,initiator,0,Ponchis
thanks,initiator,-2,Eugene
thanks,initiator,-2,Micah
ignore,receiver,-5,Tony
compliment,initiator,0,Pearl
thanks,initiator,-5,Eugene
compliment,receiver,-2,Micah
insult,initiator,-5,Squidward
compliment,receiver,-5,Emily
compliment,initiator,-5,Micah
thanks,initiator,0,Eugene
thanks,initiator,-3,Dom
argue,receiver,0,Conald
insult,initiator,-2,Conald
ignore,initiator,3,Decoy
insult,initiator,0,Michael
thanks,initiator,-2,Alex
joke,receiver,-4,Oliver
argue,initiator,0,Squidward
insult,initiator,-2,Conald
thanks,initiator,-4,Michael
ignore,initiator,-7,Conald
argue,receiver,5,Amber
argue,initiator,-2,Squidward
compliment,initiator,-4,Spongebob
compliment,receiver,-3,Emma
insult,initiator,-5,Dom
insult,initiator,0,Michael
thanks,initiator,-4,Spongebob
compliment,initiator,-4,Dylan
insult,initiator,-4,Plankton
thanks,initiator,-1,Squidward
compliment,initiator,-1,Jimmy
ignore,initiator,0,Oliver
thanks,initiator,0,Oliver
compliment,initiator,-1,Emma
thanks,initiator,-1,Decoy
argue,receiver,0,Conald
insult,initiator,0,Ponchis
compliment,receiver,0,Amber
ignore,initiator,0,Ponchis
thanks,initiator,0,Emily
insult,receiver,-5,Conald
thanks,initiator,-3,Amber
insult,initiator,0,Ponchis
ignore,initiator,-1,Ponchis
insult,initiator,-1,Conald
insult,receiver,-5,Michael
thanks,initiator,-4,Micah
thanks,initiator,-2,Claire
joke,initiator,0,Micah
